timestamp,topology,algorithm,scenario,run_id,host,pcap_file,src_mac,dst_mac,src_ip,dst_ip,proto,src_port,dst_port,length
2026-06-07T08:31:30.563642+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:00:01,00:00:00:00:03:01,10.0.0.1,10.0.0.4,IP,,,96
2026-06-07T08:31:30.586605+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:00:01,00:00:00:00:04:01,10.0.0.1,10.0.0.5,IP,,,96
2026-06-07T08:31:30.609627+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:00:01,00:00:00:00:05:01,10.0.0.1,10.0.0.6,IP,,,96
2026-06-07T08:31:30.628232+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:00:01,00:00:00:00:06:01,10.0.0.1,10.0.0.7,IP,,,96
2026-06-07T08:31:30.628269+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:06:01,00:00:00:00:00:01,10.0.0.7,10.0.0.1,IP,,,96
2026-06-07T08:31:30.645707+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:00:01,00:00:00:00:07:01,10.0.0.1,10.0.0.8,IP,,,96
2026-06-07T08:31:30.667220+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:00:01,00:00:00:00:08:01,10.0.0.1,10.0.0.9,IP,,,96
2026-06-07T08:31:30.685553+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:00:01,00:00:00:00:09:01,10.0.0.1,10.0.0.10,IP,,,96
2026-06-07T08:31:30.766586+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:01:01,00:00:00:00:06:01,10.0.0.2,10.0.0.7,IP,,,96
2026-06-07T08:31:30.766628+00:00,jellyfish,bellman_ford,link_flap,run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125,h6,jellyfish/bellman_ford/link_flap/run_scenario_jellyfish_bellman_ford_link_flap_20260607_083125/h6.pcap,00:00:00:00:06:01,00:00:00:00:01:01,10.0.0.7,10.0.0.2,IP,,,96
